,Unnamed: 0,DaysFromFirstDate,State,district,Gender_F,Gender_M,Gender_Non-Binary,Married_couples_3_Households,Religion_Not_Stated,deceased,Sikhs,Married_couples_None_Households,Power_Parity_Rs_330000_425000,Population,Power_Parity_Above_Rs_545000,DaysFromFirstDate_y,Households_with_Telephone_Mobile_Phone_Both,Muslims,Main_source_of_drinking_water_River_Canal_Households,Literate,Household_size_9_persons_and_above_Households,Cultivator_Workers,Female_Workers,Other_Workers,Gender_Ratio,Power_Parity_Rs_240000_330000,Illiterate_Education,Household_size_1_person_Households,Total_Power_Parity,Christians,Households_with_Computer,active,LPG_or_PNG_Households,NumRuralHospitals_NHP18,Household_size_6_8_persons_Households,Area,Households_with_Television,Power_Parity_Rs_150000_330000,Households_with_Telephone_Mobile_Phone_Mobile_only,Married_couples_3_or_more_Households,Female,Not_having_bathing_facility_within_the_premises_Total_Households,TotalPublicHealthFacilities_HMIS,Total_Education,Secondary_Education,Non_Workers,Type_of_bathing_facility_Enclosure_without_roof_Households,Power_Parity_Rs_425000_545000,Households_with_Internet,Households_with_Radio_Transistor,Household_size_1_to_2_persons,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,District_code,Male,Negative,Household_Workers,Type_of_latrine_facility_Pit_latrine_Households,SC,Location_of_drinking_water_source_Away_Households,Agricultural_Workers,Power_Parity_Rs_90000_150000,NumUrbanHospitals_NHP18,Households_with_Telephone_Mobile_Phone,Households,Households_with_separate_kitchen_Cooking_inside_house,Main_source_of_drinking_water_Tapwater_Households,TotalSamples,Other_Education,NumUrbanBeds_NHP18,Hindus,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Location_of_drinking_water_source_Near_the_premises_Households,Male_Workers,Housholds_with_Electric_Lighting,Having_bathing_facility_Total_Households,Male_ST,Married_couples_1_Households,Population.1,Primary_Education,Households_with_Car_Jeep_Van,Power_Parity_Rs_150000_240000,Age_Group_0_29,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,NumDistrictHospitals_HMIS,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Literate_Education,Main_source_of_drinking_water_Un_covered_well_Households,Having_latrine_facility_within_the_premises_Total_Households,Married_couples_5__Households,Positive,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,NumRuralBeds_NHP18,Type_of_latrine_facility_Other_latrine_Households,Location_of_drinking_water_source_Within_the_premises_Households,Power_Parity_Rs_45000_150000,confirmed,DaysFromFirstDate_x,type_Private Laboratory,Power_Parity_Less_than_Rs_45000,Jains,Married_couples_2_Households,Main_Workers,Marginal_Workers,Buddhists,Others_Religions,Household_size_2_persons_Households,Household_size_3_to_5_persons_Households,Condition_of_occupied_census_houses_Dilapidated_Households,Male_SC,Power_Parity_Rs_330000_545000,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Higher_Education,Type_of_fuel_used_for_cooking_Any_other_Households,Rural_population,Rural_Households,Male_Literate,Age_Group_50,recovered,Household_size_3_persons_Households,Urban_population,NumPublicBeds_HMIS,Female_Literate,Workers,Graduate_Education,Power_Parity_Rs_45000_90000,Household_size_5_persons_Households,type_Government Laboratory,Urban_Households,type_Collection Site,Ownership_Owned_Households,Age_Group_30_49,Households_with_Scooter_Motorcycle_Moped,NumPrimaryHealthCenters_HMIS,Female_ST,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Households_with_Bicycle,NumSubDistrictHospitals_HMIS,Middle_Education,Main_source_of_drinking_water_Spring_Households,Ownership_Rented_Households,Married_couples_4_Households,Below_Primary_Education,Households_with_Telephone_Mobile_Phone_Landline_only,zone,NumCommunityHealthCenters_HMIS,Household_size_4_persons_Households,ST,Density,Female_SC,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Age_not_stated,state_active,state_recovered,state_deceased
179,179,8,Gujarat,Rajkot,1,0,0,30574,3338,1,1918,73551,576,60439692,894,104,62685,361388,1540,2725056,41410,349357,319570,891628,919,866,738660,24044,8498,5478,67370,41,362140,364,199955,"196,024",571843,1600,558748,35598,1830113,189183,2236,3479411,540278,2325508,33164,942,21785,211531,94572,79342,476,1974445,55406,23780,42820,290169,62687,214285,2322,122,651936,1181006,689314,651594,59488,29924,20565,3397406,25539,41220,114748,1159480,747352,593448,12504,530055,3804558,913928,55289,734,2080568,4125,37,52563,2740751,12904,543342,776,4082,29434,11715,4758,605196,4031,58,104,4,455,33591,143427,1324783,154267,1170,269,70528,446694,9724,149782,1518,2117,204306,635,34694609,459474,1514075,659576,16,100983,25745083,41129,1210981,1479050,266295,1709,156491,10,721532,0,644828,1052871,428744,1770,11513,217110,355586,44,402240,238,111779,4248,383780,30503,2,385,189220,24017,308,140387,8555,11543,747,143,39
180,180,8,Gujarat,Surat,1,2,0,42215,3945,22,5703,216710,1170,60439692,1684,104,100342,660772,402,4571410,59925,109549,410723,2076214,919,1700,942150,48229,16368,21052,149331,539,815423,364,276610,"196,024",788447,3480,855336,49399,2679098,149151,2236,5438048,896927,3527780,157733,1924,55694,395329,174440,207420,492,3402224,55406,42040,23291,158115,62145,325739,4428,122,995637,1899838,1275151,1047402,59488,79862,20565,5260193,20722,117310,228438,2142819,1252452,1150519,432089,854742,6081322,1332690,106983,1780,3563443,4989,37,112976,4495898,12286,1103767,1103,4082,21375,11715,5698,1009087,7398,601,104,4,712,112835,178819,2405288,148254,12902,3920,126211,788695,8298,82202,3094,84,433651,1308,34694609,369840,2687468,723415,40,193437,25745083,41129,1883942,2553542,379505,2970,254274,10,1529998,0,788508,1740746,530528,1770,424863,149810,397563,44,807021,167,478407,6081,566242,39959,3,385,340984,856952,308,75913,5294,53718,747,143,39
181,181,8,Gujarat,Vadodara,2,1,0,36738,3110,16,9340,98592,584,60439692,1360,104,83851,384579,5373,2893080,49094,312126,460161,793306,919,924,910219,35169,9753,23813,117818,167,411734,364,206020,"196,024",497049,1813,462473,42196,2011890,247541,2236,3778551,504732,2472153,108542,905,53606,264896,122649,198108,486,2153736,55406,17680,28086,221629,94469,570361,2837,122,583926,1240425,820324,639002,59488,60177,20565,3713941,7232,39945,218599,1233312,798277,632580,586665,566507,4165626,865726,72630,889,2213474,908,37,95845,2868332,16732,543474,824,4082,14552,11715,1375,567053,4617,270,104,4,473,27650,172826,1360660,332813,2069,1124,87480,502358,11888,114602,1489,560,268451,276,34694609,547454,1614087,733710,87,124359,25745083,41129,1278993,1693473,314960,1780,165191,10,692971,0,771779,1190041,351423,1770,563236,323337,399901,44,457662,1387,88479,4634,396624,37602,3,385,212808,1149901,308,107027,7288,28401,747,143,39
184,184,8,Tamil Nadu,Chennai,36,60,0,15288,38356,14,2851,118340,748,72147030,3686,104,214074,439270,49,3776276,15916,14454,447995,1751824,996,1866,419065,30582,15742,358662,355838,548,910262,692,122912,"130,058",1055696,3820,688857,17628,2310888,33168,2581,4061097,801050,2829435,15930,1214,217368,398414,169721,170162,603,2335844,105864,37345,7440,779667,16519,13674,3685,525,1017122,1314125,1092062,908587,109961,67277,37353,3751322,18353,43461,245763,1369302,1096334,1073399,5207,859219,4646732,516445,146388,1954,2271657,2888,32,264763,3642032,3500,1057802,414,2162,19543,40179,3927,844285,5802,772,104,10,471,51708,111380,1619554,197743,2804,1759,139139,798018,9435,389001,1962,80,464207,619,37229590,0,1968079,899279,210,237897,34917440,72616,1808197,1817297,905515,2117,182588,16,1314125,0,522493,1468902,515581,1854,4854,6553,409796,310,720331,1061,565934,1926,167207,114191,3,385,377533,10061,555,390666,2587,6894,615,272,16
185,185,8,Tamil Nadu,Kancheepuram,2,1,0,10013,21978,0,1620,123421,522,72147030,797,104,103399,173785,1411,3013382,11202,89343,492506,1257225,996,560,678374,37098,8349,256762,200738,13,622095,692,115195,"130,058",904619,1698,665334,11193,1985294,188733,2581,3546183,634172,2324438,132855,832,100322,240359,166082,163172,604,2012958,105864,54732,51093,948081,61890,272514,1965,525,832716,1213504,822329,732354,109961,67354,37353,3537399,26856,129924,496248,1181308,961161,805076,20605,761575,3998252,535947,68427,1138,2076492,5912,32,137686,2867809,39231,651240,155,2162,32942,40179,9902,435671,3958,22,104,10,541,4962,97620,1367378,306436,990,756,128984,701330,13344,474264,1354,3262,312208,475,37229590,438799,1611461,715895,9,196143,34917440,72616,1401921,1673814,526886,1993,179266,16,774705,0,700252,1200284,418526,1854,20605,323242,425865,310,608188,1413,281627,1025,183054,63983,3,385,325921,41210,555,473817,9949,5581,615,272,16
186,186,8,Tamil Nadu,Thiruvallur,1,0,0,9615,18959,0,1422,117828,472,72147030,580,104,78827,143093,412,2791721,12554,73444,434491,1135784,996,455,610048,32054,7731,233633,174279,25,621907,692,103687,"130,058",857364,1592,630578,10766,1852042,151979,2581,3297728,622789,2190050,133464,876,75634,222750,150892,175520,602,1876062,105864,58240,76666,821646,63193,270586,1732,525,772398,1119433,805187,625071,109961,66378,37353,3325823,41640,148885,531907,1103563,909400,786843,23692,717165,3728104,461918,54505,1137,1925296,5948,32,112276,2687680,53570,636991,130,2162,44284,40179,11779,343722,3672,55,104,10,539,3693,93063,1247918,290136,951,530,118838,671689,17057,410526,1348,858,303091,474,37229590,387237,1495711,643614,30,185181,34917440,72616,1296010,1538054,451321,1940,164709,16,732196,0,636443,1154775,363741,1854,23551,280985,374923,310,600731,1374,291863,1021,181452,62993,3,385,321799,47243,555,411120,10795,4419,615,272,16
187,187,8,Tamil Nadu,Viluppuram,0,2,0,12652,6884,2,325,102350,118,72147030,143,104,27731,133896,1555,2195776,16143,369646,685866,463153,996,437,999902,27779,5306,138279,43311,29,228172,692,154822,"130,058",676077,1001,484134,14726,1718054,496584,2581,3430072,508930,1755624,125683,271,8472,101921,114590,90689,607,1740819,105864,38237,21746,1015716,57534,832213,1041,525,547305,967314,459716,663958,109961,45680,37353,3174941,5283,59841,612231,1017383,748444,307759,37570,579796,3458873,646306,13030,564,1881463,1117,32,14829,2430170,35352,169801,368,2162,9540,40179,3534,134578,3043,54,104,10,730,4032,107471,1260802,442447,238,278,86811,518788,15143,510869,389,1860,246856,190,37229590,808042,1234479,624042,23,120940,34917440,72616,961297,1703249,229726,2002,175528,16,159272,0,726665,949892,184050,1854,37289,621276,351418,310,549742,842,67280,1706,202930,35440,2,385,222320,74859,555,504847,7054,3476,615,272,16
194,194,9,Gujarat,Anand,0,1,0,20634,2719,4,1524,52524,250,60439692,538,105,34679,250919,188,1551253,27026,152412,217233,329593,919,314,360506,18243,4372,29789,32523,46,147122,364,110412,"196,024",203467,707,187528,23887,1005521,172481,2236,1949453,283571,1247951,42320,368,9902,64013,58103,78937,482,1087224,59612,16460,25352,104465,44677,346329,1293,122,244185,621987,344329,323542,64007,20487,20565,1798794,3879,51975,98762,627561,378310,254683,12761,266912,2092745,560542,19352,393,1134962,443,37,20391,1588947,9141,230571,569,4395,4193,11715,707,283725,2246,74,105,4,261,8591,83841,690031,154763,267,142,39860,231623,7967,54476,618,71,127459,183,34694609,413078,874481,366419,24,52344,25745083,41129,676772,844794,110351,953,84504,10,208909,0,379759,585093,104613,1770,12063,191147,172466,44,229013,55,31488,2684,257524,21978,3,385,94775,24824,308,49989,5017,6271,766,165,46
195,195,9,Gujarat,Surat,0,3,0,42215,3945,25,5703,216710,1170,60439692,1684,105,100342,660772,402,4571410,59925,109549,410723,2076214,919,1700,942150,48229,16368,21052,149331,535,815423,364,276610,"196,024",788447,3480,855336,49399,2679098,149151,2236,5438048,896927,3527780,157733,1924,55694,395329,174440,207420,492,3402224,59612,42040,23291,158115,62145,325739,4428,122,995637,1899838,1275151,1047402,64007,79862,20565,5260193,20722,117310,228438,2142819,1252452,1150519,432089,854742,6081322,1332690,106983,1780,3563443,4989,37,112976,4495898,12286,1103767,1103,4395,21375,11715,5698,1009087,7398,614,105,4,712,112835,178819,2405288,148254,12902,3920,126211,788695,8298,82202,3094,84,433651,1308,34694609,369840,2687468,723415,54,193437,25745083,41129,1883942,2553542,379505,2970,254274,10,1529998,0,788508,1740746,530528,1770,424863,149810,397563,44,807021,167,478407,6081,566242,39959,3,385,340984,856952,308,75913,5294,53718,766,165,46
196,196,9,Gujarat,Vadodara,0,1,0,36738,3110,17,9340,98592,584,60439692,1360,105,83851,384579,5373,2893080,49094,312126,460161,793306,919,924,910219,35169,9753,23813,117818,185,411734,364,206020,"196,024",497049,1813,462473,42196,2011890,247541,2236,3778551,504732,2472153,108542,905,53606,264896,122649,198108,486,2153736,59612,17680,28086,221629,94469,570361,2837,122,583926,1240425,820324,639002,64007,60177,20565,3713941,7232,39945,218599,1233312,798277,632580,586665,566507,4165626,865726,72630,889,2213474,908,37,95845,2868332,16732,543474,824,4395,14552,11715,1375,567053,4617,289,105,4,473,27650,172826,1360660,332813,2069,1124,87480,502358,11888,114602,1489,560,268451,276,34694609,547454,1614087,733710,87,124359,25745083,41129,1278993,1693473,314960,1780,165191,10,692971,0,771779,1190041,351423,1770,563236,323337,399901,44,457662,1387,88479,4634,396624,37602,3,385,212808,1149901,308,107027,7288,28401,766,165,46
200,200,9,Tamil Nadu,Ariyalur,0,1,0,1243,853,0,104,31577,19,72147030,18,105,7216,7942,275,480604,1353,107312,147304,72138,996,108,233438,12986,1258,37403,8371,2,39642,692,27758,"130,058",165150,229,121775,1339,380191,157985,2581,766139,96860,395043,10906,44,1749,36609,43195,14696,616,374703,115761,13564,4701,176230,12471,166837,234,525,134358,254277,159746,173304,119748,16126,37353,708397,1006,8599,152795,212547,177502,40121,5274,146444,754894,134123,2937,121,380484,153,32,3046,532701,7201,35933,9,2323,2237,40179,588,32840,752,6,105,10,196,65,18746,272241,87610,88,42,30209,125800,6348,88076,63,609,53934,197,37229590,223955,269582,157771,4,35012,34917440,72616,211022,359851,57524,518,37933,16,30322,0,181005,216103,40913,1854,5448,158588,104900,310,113437,347,14004,87,60697,5367,2,385,52855,10722,555,88154,1950,536,797,352,18
201,201,9,Tamil Nadu,Chennai,57,81,0,15288,38356,15,2851,118340,748,72147030,3686,105,214074,439270,49,3776276,15916,14454,447995,1751824,996,1866,419065,30582,15742,358662,355838,681,910262,692,122912,"130,058",1055696,3820,688857,17628,2310888,33168,2581,4061097,801050,2829435,15930,1214,217368,398414,169721,170162,603,2335844,115761,37345,7440,779667,16519,13674,3685,525,1017122,1314125,1092062,908587,119748,67277,37353,3751322,18353,43461,245763,1369302,1096334,1073399,5207,859219,4646732,516445,146388,1954,2271657,2888,32,264763,3642032,3500,1057802,414,2323,19543,40179,3927,844285,5802,910,105,10,471,51708,111380,1619554,197743,2804,1759,139139,798018,9435,389001,1962,80,464207,619,37229590,0,1968079,899279,214,237897,34917440,72616,1808197,1817297,905515,2117,182588,16,1314125,0,522493,1468902,515581,1854,4854,6553,409796,310,720331,1061,565934,1926,167207,114191,3,385,377533,10061,555,390666,2587,6894,797,352,18
202,202,9,Tamil Nadu,Cuddalore,0,1,0,6433,5101,0,401,90912,200,72147030,385,105,29494,123749,464,1815281,7495,165170,420247,433271,996,405,634041,25226,5300,83334,50938,6,244610,692,97658,"130,058",555029,1088,409698,7371,1294217,344306,2581,2502878,386652,1436034,85176,432,15396,121956,101083,122085,617,1311697,115761,32027,23981,763944,35499,539412,1097,525,470021,758209,455369,498446,119748,67411,37353,2391675,4070,62059,389219,749633,598412,293116,7943,473604,2605914,412237,19828,683,1364411,1607,32,27077,1868837,8151,230004,165,2323,6081,40179,3082,212704,2677,27,105,10,519,1280,65535,837271,332609,236,138,75857,431186,13516,383943,632,138,186394,279,37229590,497429,1000322,473617,21,107152,34917440,72616,814959,1169880,227530,1580,131975,16,260780,0,526657,764669,178515,1854,7759,394057,343988,310,418769,1409,98143,773,169844,30829,2,385,192059,15702,555,380001,6763,3217,797,352,18
203,203,9,Tamil Nadu,Kancheepuram,1,2,0,10013,21978,1,1620,123421,522,72147030,797,105,103399,173785,1411,3013382,11202,89343,492506,1257225,996,560,678374,37098,8349,256762,200738,15,622095,692,115195,"130,058",904619,1698,665334,11193,1985294,188733,2581,3546183,634172,2324438,132855,832,100322,240359,166082,163172,604,2012958,115761,54732,51093,948081,61890,272514,1965,525,832716,1213504,822329,732354,119748,67354,37353,3537399,26856,129924,496248,1181308,961161,805076,20605,761575,3998252,535947,68427,1138,2076492,5912,32,137686,2867809,39231,651240,155,2323,32942,40179,9902,435671,3958,25,105,10,541,4962,97620,1367378,306436,990,756,128984,701330,13344,474264,1354,3262,312208,475,37229590,438799,1611461,715895,9,196143,34917440,72616,1401921,1673814,526886,1993,179266,16,774705,0,700252,1200284,418526,1854,20605,323242,425865,310,608188,1413,281627,1025,183054,63983,3,385,325921,41210,555,473817,9949,5581,797,352,18
204,204,9,Tamil Nadu,Madurai,3,2,0,7350,8602,2,520,112608,372,72147030,738,105,47472,168881,810,2273430,8561,92719,451928,841792,996,502,449125,40659,6917,97711,95311,42,391821,692,83006,"130,058",708942,1482,530152,8241,1511777,246100,2581,2847799,453509,1683620,66623,710,34097,228106,153915,90919,623,1526475,115761,47293,26772,408976,65204,372828,1526,525,618922,1010441,714764,678712,119748,39350,37353,2760502,19034,62999,434208,902704,754141,551839,5622,605700,3038252,525151,30852,980,1528178,5747,32,54832,2398674,3207,472221,129,2323,23070,40179,8103,298527,3158,84,105,10,458,1532,71390,1173902,180730,199,305,113256,552457,10479,205098,1082,1171,250285,304,37229590,417718,1223810,593827,40,154348,34917440,72616,1049620,1354632,363152,1632,139168,16,592723,0,491822,913715,228557,1854,5474,283179,325803,310,532616,2055,279755,762,234611,41298,3,385,258941,11096,555,203878,7653,2532,797,352,18
205,205,9,Tamil Nadu,Perambalur,1,1,0,1057,376,0,83,28555,40,72147030,31,105,5841,32702,59,375823,992,117304,137087,58801,996,79,109011,11089,979,10301,7745,8,49390,692,16991,"130,058",125953,166,90597,1159,283066,92948,2581,552384,71650,265497,16674,36,1507,25925,35672,16041,615,282157,115761,5343,4809,175289,9087,118278,242,525,103116,188592,119795,122903,119748,9189,37353,521658,864,9740,111622,162639,135751,56453,1292,105551,565223,106751,2259,87,291371,144,32,2687,443373,7474,33135,10,2323,1923,40179,1033,28692,588,9,105,10,117,38,14136,255097,44629,39,26,24583,95746,2940,87444,76,933,41447,33,37229590,155413,208011,115151,1,28566,34917440,72616,167812,299726,44025,346,26160,16,33179,0,132395,158218,32178,1854,1292,109778,59863,310,85101,67,14725,92,85210,6678,2,385,41020,2584,555,87845,1214,483,797,352,18
206,206,9,Tamil Nadu,Ramanathapuram,1,2,0,5592,6552,0,154,51020,75,72147030,112,105,16266,208038,3192,978946,7704,173767,210226,250108,996,185,107292,12698,2340,91139,22379,8,100484,692,56029,"130,058",284169,453,217349,6654,670787,198377,2581,1293898,189132,750468,29619,151,5172,67893,50029,26315,626,682658,115761,25228,21480,249008,77511,153874,504,525,252000,417239,244729,190837,119748,16785,37353,1047411,22842,13731,217014,392751,291400,130578,559,232329,1353445,293886,5524,268,708322,1395,32,5886,1186606,48007,120474,217,2323,52359,40179,4182,34430,1282,18,105,10,265,29,38952,486150,116827,86,36,37331,215193,8534,125015,226,25155,105978,112,37229590,290478,536487,252888,10,53869,34917440,72616,442459,602977,97405,778,67432,16,126761,0,270430,389764,49605,1854,546,197472,125445,310,236511,1170,51959,845,246909,18385,2,385,93892,1105,555,123993,6240,2471,797,352,18
207,207,9,Tamil Nadu,Salem,0,1,0,7933,4547,0,412,132976,437,72147030,515,105,46638,95487,1706,2285562,6260,257004,610363,841443,996,523,955045,54960,8169,53841,63867,9,448968,692,104034,"130,058",749932,1720,564666,8622,1700485,345077,2581,3290477,457866,1787896,176899,943,20660,196973,196664,96292,608,1781571,115761,141503,36933,580512,98845,454210,1727,525,650064,1170352,681331,723966,119748,60365,37353,3326357,6722,77409,593208,1083797,835377,573822,60489,678452,3482056,571061,30660,1197,1737345,32290,32,39279,2335432,79818,321173,80,2323,9970,40179,34442,226846,3912,32,105,10,642,992,98849,1561030,133130,174,246,141704,611941,16423,294062,1380,414,242306,310,37229590,572813,1285107,713294,23,176298,34917440,72616,1000455,1694160,296399,2185,157811,16,597539,0,706525,1029479,352121,1854,58880,495095,441388,310,518763,1128,199211,609,188672,38760,2,385,277832,119369,555,286450,10005,1938,797,352,18
208,208,9,Tamil Nadu,Thiruvallur,0,1,0,9615,18959,0,1422,117828,472,72147030,580,105,78827,143093,412,2791721,12554,73444,434491,1135784,996,455,610048,32054,7731,233633,174279,26,621907,692,103687,"130,058",857364,1592,630578,10766,1852042,151979,2581,3297728,622789,2190050,133464,876,75634,222750,150892,175520,602,1876062,115761,58240,76666,821646,63193,270586,1732,525,772398,1119433,805187,625071,119748,66378,37353,3325823,41640,148885,531907,1103563,909400,786843,23692,717165,3728104,461918,54505,1137,1925296,5948,32,112276,2687680,53570,636991,130,2323,44284,40179,11779,343722,3672,56,105,10,539,3693,93063,1247918,290136,951,530,118838,671689,17057,410526,1348,858,303091,474,37229590,387237,1495711,643614,30,185181,34917440,72616,1296010,1538054,451321,1940,164709,16,732196,0,636443,1154775,363741,1854,23551,280985,374923,310,600731,1374,291863,1021,181452,62993,3,385,321799,47243,555,411120,10795,4419,797,352,18
215,215,10,Gujarat,Surat,0,1,0,42215,3945,26,5703,216710,1170,60439692,1684,106,100342,660772,402,4571410,59925,109549,410723,2076214,919,1700,942150,48229,16368,21052,149331,548,815423,364,276610,"196,024",788447,3480,855336,49399,2679098,149151,2236,5438048,896927,3527780,157733,1924,55694,395329,174440,207420,492,3402224,64053,42040,23291,158115,62145,325739,4428,122,995637,1899838,1275151,1047402,68774,79862,20565,5260193,20722,117310,228438,2142819,1252452,1150519,432089,854742,6081322,1332690,106983,1780,3563443,4989,37,112976,4495898,12286,1103767,1103,4721,21375,11715,5698,1009087,7398,640,106,4,712,112835,178819,2405288,148254,12902,3920,126211,788695,8298,82202,3094,84,433651,1308,34694609,369840,2687468,723415,66,193437,25745083,41129,1883942,2553542,379505,2970,254274,10,1529998,0,788508,1740746,530528,1770,424863,149810,397563,44,807021,167,478407,6081,566242,39959,3,385,340984,856952,308,75913,5294,53718,733,168,47
216,216,10,Gujarat,Vadodara,1,3,0,36738,3110,21,9340,98592,584,60439692,1360,106,83851,384579,5373,2893080,49094,312126,460161,793306,919,924,910219,35169,9753,23813,117818,185,411734,364,206020,"196,024",497049,1813,462473,42196,2011890,247541,2236,3778551,504732,2472153,108542,905,53606,264896,122649,198108,486,2153736,64053,17680,28086,221629,94469,570361,2837,122,583926,1240425,820324,639002,68774,60177,20565,3713941,7232,39945,218599,1233312,798277,632580,586665,566507,4165626,865726,72630,889,2213474,908,37,95845,2868332,16732,543474,824,4721,14552,11715,1375,567053,4617,308,106,4,473,27650,172826,1360660,332813,2069,1124,87480,502358,11888,114602,1489,560,268451,276,34694609,547454,1614087,733710,102,124359,25745083,41129,1278993,1693473,314960,1780,165191,10,692971,0,771779,1190041,351423,1770,563236,323337,399901,44,457662,1387,88479,4634,396624,37602,3,385,212808,1149901,308,107027,7288,28401,733,168,47
222,222,10,Tamil Nadu,Ariyalur,0,1,0,1243,853,0,104,31577,19,72147030,18,106,7216,7942,275,480604,1353,107312,147304,72138,996,108,233438,12986,1258,37403,8371,3,39642,692,27758,"130,058",165150,229,121775,1339,380191,157985,2581,766139,96860,395043,10906,44,1749,36609,43195,14696,616,374703,124852,13564,4701,176230,12471,166837,234,525,134358,254277,159746,173304,129363,16126,37353,708397,1006,8599,152795,212547,177502,40121,5274,146444,754894,134123,2937,121,380484,153,32,3046,532701,7201,35933,9,2526,2237,40179,588,32840,752,7,106,10,196,65,18746,272241,87610,88,42,30209,125800,6348,88076,63,609,53934,197,37229590,223955,269582,157771,4,35012,34917440,72616,211022,359851,57524,518,37933,16,30322,0,181005,216103,40913,1854,5448,158588,104900,310,113437,347,14004,87,60697,5367,2,385,52855,10722,555,88154,1950,536,991,563,22
223,223,10,Tamil Nadu,Chennai,75,102,0,15288,38356,16,2851,118340,748,72147030,3686,106,214074,439270,49,3776276,15916,14454,447995,1751824,996,1866,419065,30582,15742,358662,355838,848,910262,692,122912,"130,058",1055696,3820,688857,17628,2310888,33168,2581,4061097,801050,2829435,15930,1214,217368,398414,169721,170162,603,2335844,124852,37345,7440,779667,16519,13674,3685,525,1017122,1314125,1092062,908587,129363,67277,37353,3751322,18353,43461,245763,1369302,1096334,1073399,5207,859219,4646732,516445,146388,1954,2271657,2888,32,264763,3642032,3500,1057802,414,2526,19543,40179,3927,844285,5802,1086,106,10,471,51708,111380,1619554,197743,2804,1759,139139,798018,9435,389001,1962,80,464207,619,37229590,0,1968079,899279,222,237897,34917440,72616,1808197,1817297,905515,2117,182588,16,1314125,0,522493,1468902,515581,1854,4854,6553,409796,310,720331,1061,565934,1926,167207,114191,3,385,377533,10061,555,390666,2587,6894,991,563,22
224,224,10,Tamil Nadu,Cuddalore,1,0,0,6433,5101,0,401,90912,200,72147030,385,106,29494,123749,464,1815281,7495,165170,420247,433271,996,405,634041,25226,5300,83334,50938,2,244610,692,97658,"130,058",555029,1088,409698,7371,1294217,344306,2581,2502878,386652,1436034,85176,432,15396,121956,101083,122085,617,1311697,124852,32027,23981,763944,35499,539412,1097,525,470021,758209,455369,498446,129363,67411,37353,2391675,4070,62059,389219,749633,598412,293116,7943,473604,2605914,412237,19828,683,1364411,1607,32,27077,1868837,8151,230004,165,2526,6081,40179,3082,212704,2677,28,106,10,519,1280,65535,837271,332609,236,138,75857,431186,13516,383943,632,138,186394,279,37229590,497429,1000322,473617,26,107152,34917440,72616,814959,1169880,227530,1580,131975,16,260780,0,526657,764669,178515,1854,7759,394057,343988,310,418769,1409,98143,773,169844,30829,2,385,192059,15702,555,380001,6763,3217,991,563,22
