,Unnamed: 0,DaysFromFirstDate,State,district,Gender_F,Gender_M,Gender_Non-Binary,Positive,Married_couples_None_Households,NumDistrictHospitals_HMIS,Main_source_of_drinking_water_Un_covered_well_Households,Negative,LPG_or_PNG_Households,Household_size_3_to_5_persons_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Power_Parity_Rs_330000_545000,Illiterate_Education,Cultivator_Workers,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Married_couples_3_or_more_Households,Female_ST,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Gender_Ratio,Households_with_Radio_Transistor,Marginal_Workers,Location_of_drinking_water_source_Away_Households,Married_couples_4_Households,Households_with_Telephone_Mobile_Phone_Both,Household_size_3_persons_Households,Power_Parity_Rs_425000_545000,Buddhists,Total_Power_Parity,Literate,Other_Workers,Having_bathing_facility_Total_Households,Households_with_Scooter_Motorcycle_Moped,type_Collection Site,Literate_Education,Ownership_Rented_Households,Main_source_of_drinking_water_River_Canal_Households,Household_size_6_8_persons_Households,deceased,Higher_Education,Married_couples_2_Households,Household_size_9_persons_and_above_Households,Area,Type_of_latrine_facility_Other_latrine_Households,Power_Parity_Rs_150000_240000,Female_Literate,Households,Main_source_of_drinking_water_Other_sources_Households,Housholds_with_Electric_Lighting,Married_couples_1_Households,DaysFromFirstDate_y,Main_source_of_drinking_water_Tapwater_Households,Power_Parity_Rs_45000_150000,Power_Parity_Rs_90000_150000,Urban_Households,Households_with_Telephone_Mobile_Phone_Mobile_only,Male_SC,NumSubDistrictHospitals_HMIS,recovered,Rural_population,Christians,confirmed,Urban_population,Main_source_of_drinking_water_Tubewell_Borehole_Households,Ownership_Owned_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Religion_Not_Stated,Below_Primary_Education,NumRuralHospitals_NHP18,Location_of_drinking_water_source_Near_the_premises_Households,Power_Parity_Rs_240000_330000,Primary_Education,Households_with_Telephone_Mobile_Phone_Landline_only,Other_Education,Not_having_bathing_facility_within_the_premises_Total_Households,active,Households_with_Bicycle,Others_Religions,Household_size_1_to_2_persons,Household_size_5_persons_Households,Female,Total_Education,Secondary_Education,NumUrbanBeds_NHP18,Male_Literate,Population,ST,DaysFromFirstDate_x,Hindus,Female_SC,Households_with_Internet,Type_of_latrine_facility_Pit_latrine_Households,Main_source_of_drinking_water_Spring_Households,Male,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Graduate_Education,Condition_of_occupied_census_houses_Dilapidated_Households,Age_not_stated,Power_Parity_Rs_45000_90000,Male_Workers,Female_Workers,Population.1,Power_Parity_Rs_330000_425000,Age_Group_50,Muslims,Non_Workers,TotalPublicHealthFacilities_HMIS,Married_couples_5__Households,Having_latrine_facility_within_the_premises_Total_Households,Workers,Age_Group_30_49,NumUrbanHospitals_NHP18,NumPrimaryHealthCenters_HMIS,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Married_couples_3_Households,Location_of_drinking_water_source_Within_the_premises_Households,type_Private Laboratory,Households_with_Telephone_Mobile_Phone,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Main_Workers,Agricultural_Workers,type_Government Laboratory,Male_ST,Middle_Education,Household_size_2_persons_Households,Rural_Households,Density,TotalSamples,Sikhs,Households_with_separate_kitchen_Cooking_inside_house,Households_with_Television,Households_with_Computer,NumCommunityHealthCenters_HMIS,Power_Parity_Above_Rs_545000,zone,Households_with_Car_Jeep_Van,Household_Workers,Age_Group_0_29,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Power_Parity_Less_than_Rs_45000,Jains,Household_size_4_persons_Households,Household_size_1_person_Households,Power_Parity_Rs_150000_330000,NumPublicBeds_HMIS,NumRuralBeds_NHP18,SC,District_code,state_active,state_recovered,state_deceased
101,101,4,Jharkhand,Ranchi,1,0,0,67.0,63936,23.0,213369,6903.0,164237,294024,1599,57602,212,613855,317487,606,22402,521434,8149,948,137964,386691,174928,3868,21695,65660,131,932,3805,1911433,519568,237057,141089,0,2246309,79680,6977,167822,0,247237,85818,38615,"79,714",3480,351,826189,730982,3210,350908,384633,100,101302,2257,938,310242,293292,78613,13.0,0,25055073,193974,30,7933061,44162,461581,2203,11345,361522,519.0,182802,58,547583,19068,28424,319732,30,344888,677445,56328,114544,1419316,2860164,370847,4942.0,1085244,32988134,1042016,100,1612239,74330,22538,11543,2336,1494937,211799,195181,19421,36856,1319,743967,398900,2914253,81,409166,410759,1771386,558.0,1101,227932,1142867,725938,36.0,343,43660,17433,199059,0,334055,13129,756176,267360,3,520582,495515,40971,420740,414,6970.0,4826,535287,247137,76565,179.0,253,3.0,34053,38452,1742293,318145,674,2733,113820,15357,409,7404.0,5842.0,152943,364,30,0,0
102,102,4,Karnataka,Chikkaballapura,0,1,0,500.0,37923,42.0,2553,34888.0,50936,176104,1322,38358,70,380402,212226,383,8312,77331,4368,973,37835,104213,70194,1156,14141,43299,43,85,471,783222,200337,189857,57408,0,843041,38884,117,55018,2,80928,42283,10135,"191,791",2368,30,341064,409702,5017,257243,193793,100,201796,250,121,94053,135265,157628,147.0,10,37469335,4684,18,23625962,67599,238516,189,1078,100059,2471.0,146545,19,219778,18142,6631,92454,6,96837,77,41054,52927,618667,1223443,187040,49093.0,442158,61095297,156487,100,1100131,154937,2672,44568,467,636437,70656,55056,11839,1490,129,384452,255326,1255104,27,236864,147810,615326,2943.0,360,102957,639778,350299,374.0,2547,4772,6796,65572,5,167548,5984,535565,206939,12,79156,193549,28578,315649,319,39083.0,264,266111,152493,17360,207.0,39,2.0,6620,20276,666451,172302,65,975,79878,12476,49,56333.0,21072.0,312565,582,26,21,4
103,103,4,Karnataka,Dakshina Kannada,1,0,0,500.0,69632,42.0,172955,34888.0,175270,255603,87,11274,582,298846,33810,8529,16035,41307,2859,973,147263,83245,30556,2820,102433,65931,360,445,3959,1666323,746430,404062,97610,0,1718483,55501,1988,87861,2,178989,49688,30620,"191,791",368,483,802304,650292,5299,386300,289936,100,185763,1935,1051,317373,231383,73324,147.0,11,37469335,171398,17,23625962,34891,359286,289,996,191317,2471.0,57564,159,520715,42129,36295,21229,4,69944,138,51207,79757,1054935,2017329,309141,49093.0,864019,61095297,82268,100,1403854,74854,23305,89910,2291,1034714,37994,185916,11507,880,884,620903,376818,2089649,222,407902,501896,1091928,2943.0,662,394069,997721,608450,374.0,2547,31907,12553,337171,5,375945,18107,914476,29274,12,40961,296110,36967,332919,319,39083.0,525,416185,285365,55233,207.0,461,2.0,47655,188207,1072417,29334,340,10397,109915,14240,642,56333.0,21072.0,148178,575,26,21,4
104,104,4,Karnataka,Mandya,0,1,0,500.0,61681,42.0,5650,34888.0,80452,281659,1460,21176,488,504734,388981,132,10999,11092,4053,973,103964,156507,57395,1467,15234,72440,300,299,2628,1149649,248434,388674,96273,0,1270494,47339,673,72273,0,157839,56457,12979,"191,791",2271,156,510981,562302,2085,391033,297441,100,330827,1388,609,103435,221352,131675,147.0,0,37469335,8506,16,23625962,58173,370797,151,2430,145178,2471.0,208469,134,309476,28508,19987,37904,16,192330,109,59667,77223,900684,1775228,308624,49093.0,638668,61095297,22402,100,1712695,133619,3367,91950,353,905085,84217,102838,18238,1126,779,575203,296205,1805769,188,375100,77801,934361,2943.0,300,159818,871408,527236,374.0,2547,6547,9232,160714,5,265094,3243,714901,216159,12,11310,226552,41173,458867,319,39083.0,322,415226,236020,20265,207.0,53,2.0,8188,17834,902307,261123,408,3607,131996,18494,290,56333.0,21072.0,265294,573,26,21,4
105,105,4,Kerala,Kannur,0,1,0,457.0,100283,53.0,397151,21475.0,115356,330674,206,9532,651,279352,36549,3593,20104,21230,33042,1084,239332,129907,39088,3317,193231,87111,370,1118,4432,2138434,691704,497016,76530,0,2290106,28563,181,101710,1,308670,72201,36672,"38,863",247,259,1125478,872479,9712,511167,350621,100,63652,2564,1292,566191,247886,40260,82.0,54,17471135,262526,111,15934926,12764,507341,143,5945,204713,981.0,63511,373,487016,62097,40277,46193,56,66300,722,74153,93855,1341557,2569458,540383,21139.0,1012956,33406061,41371,100,1509592,43090,32653,117871,10820,1181446,13746,217203,19594,5761,1272,609377,214739,2523003,281,588081,742483,1698887,1297.0,809,530436,824116,741984,299.0,933,34105,15978,440610,2,503214,24306,694209,82988,10,20141,491844,54436,306288,859,22360.0,424,533052,423337,83940,229.0,49,3.0,44108,12875,1187177,9535,536,193,149708,19717,632,39511.0,16865.0,83350,589,68,65,1
106,106,4,Kerala,Kollam,1,1,0,457.0,114087,53.0,331377,21475.0,263148,466519,1558,51525,210,231286,56693,3167,9925,5566,27096,1084,124857,216726,30236,765,192362,132475,126,272,3910,2240273,741628,532705,144080,0,2341963,51410,249,83769,0,307950,83293,9485,"38,863",2108,295,1165928,925130,16037,630767,455971,100,179861,2284,1056,401415,278359,157801,82.0,8,17471135,421598,14,15934926,4608,597009,218,6480,172247,981.0,64485,351,406592,98910,64052,130571,6,157906,619,103503,112992,1388407,2573249,595191,21139.0,1074345,33406061,10761,100,1697635,170462,31542,247868,1564,1246968,5294,233402,43764,1806,1228,644362,267663,2635375,84,660965,508500,1723350,1297.0,59,626758,912025,795245,299.0,933,42989,9101,568555,2,569631,21017,695299,92193,10,5195,562529,76792,523715,859,22360.0,208,640554,525754,83133,229.0,103,2.0,58867,21511,1177359,26860,667,63,221052,26711,646,39511.0,16865.0,328263,600,68,65,1
107,107,4,Kerala,Kottayam,2,1,0,457.0,55261,53.0,177265,21475.0,187213,330354,290,15549,175,134393,49991,3337,6177,10998,25137,1084,117604,131182,58162,298,202339,84509,70,358,3071,1749798,604169,416985,122177,0,1793308,37276,730,74003,0,280720,72827,6001,"38,863",509,241,888206,678161,15927,464039,346188,100,110023,1811,893,196194,191404,75503,82.0,3,17471135,858608,9,15934926,6897,434540,168,4636,117681,981.0,71856,276,271496,57483,52339,63468,6,76041,565,70095,95420,1006262,1927701,475724,21139.0,861592,33406061,21972,100,983598,78406,37849,149689,6936,968289,7562,221350,19478,1548,918,530322,205413,1974551,105,565048,126499,1238816,1297.0,21,464124,735735,596302,299.0,933,50903,5858,350435,2,451226,26930,604553,63052,10,10974,373998,54557,481967,859,22360.0,204,467182,406922,83999,229.0,88,3.0,73096,18523,811653,12340,481,83,150425,15538,517,39511.0,16865.0,153909,597,68,65,1
108,108,4,Tamil Nadu,Chennai,20,23,0,1821.0,118340,32.0,3500,69390.0,910262,798018,2888,15930,1962,419065,14454,80,17628,4854,2587,996,398414,197743,16519,1926,214074,237897,1214,2804,15742,3776276,1751824,1073399,515581,0,3642032,565934,49,122912,0,464207,111380,15916,"130,058",3927,1954,1808197,1314125,18353,1096334,859219,100,908587,5802,3685,1314125,688857,389001,310.0,99,37229590,358662,500,34917440,43461,522493,619,38356,167207,692.0,245763,1866,516445,114191,67277,33168,401,409796,1759,169721,182588,2310888,4061097,801050,37353.0,1968079,72147030,10061,100,3751322,390666,217368,7440,1061,2335844,170162,905515,9435,6894,2117,1369302,447995,4646732,748,899279,439270,2829435,2581.0,414,1057802,1817297,1468902,525.0,1854,264763,15288,844285,10,1017122,19543,1619554,13674,16,5207,720331,139139,0,555,80110.0,2851,1092062,1055696,355838,385.0,3686,3.0,146388,37345,2271657,6553,471,51708,377533,30582,3820,72616.0,40179.0,779667,603,523,145,0
109,109,4,Tamil Nadu,Kancheepuram,3,4,0,1821.0,123421,32.0,39231,69390.0,622095,701330,5912,132855,1354,678374,89343,3262,11193,20605,9949,996,240359,306436,61890,1025,103399,196143,832,990,8349,3013382,1257225,805076,418526,0,2867809,281627,1411,115195,0,312208,97620,11202,"130,058",9902,1138,1401921,1213504,26856,961161,761575,100,732354,3958,1965,774705,665334,474264,310.0,0,37229590,256762,18,34917440,129924,700252,475,21978,183054,692.0,496248,560,535947,63983,67354,188733,18,425865,756,166082,179266,1985294,3546183,634172,37353.0,1611461,72147030,41210,100,3537399,473817,100322,51093,1413,2012958,163172,526886,13344,5581,1993,1181308,492506,3998252,522,715895,173785,2324438,2581.0,155,651240,1673814,1200284,525.0,1854,137686,10013,435671,10,832716,32942,1367378,272514,16,20605,608188,128984,438799,555,80110.0,1620,822329,904619,200738,385.0,797,3.0,68427,54732,2076492,323242,541,4962,325921,37098,1698,72616.0,40179.0,948081,604,523,145,0
110,110,4,Tamil Nadu,Madurai,0,4,0,1821.0,112608,32.0,3207,69390.0,391821,552457,5747,66623,1082,449125,92719,1171,8241,5474,7653,996,228106,180730,65204,762,47472,154348,710,199,6917,2273430,841792,551839,228557,0,2398674,279755,810,83006,0,250285,71390,8561,"130,058",8103,980,1049620,1010441,19034,754141,605700,100,678712,3158,1526,592723,530152,205098,310.0,28,37229590,97711,60,34917440,62999,491822,304,8602,234611,692.0,434208,502,525151,41298,39350,246100,32,325803,305,153915,139168,1511777,2847799,453509,37353.0,1223810,72147030,11096,100,2760502,203878,34097,26772,2055,1526475,90919,363152,10479,2532,1632,902704,451928,3038252,372,593827,168881,1683620,2581.0,129,472221,1354632,913715,525.0,1854,54832,7350,298527,10,618922,23070,1173902,372828,16,5622,532616,113256,417718,555,80110.0,520,714764,708942,95311,385.0,738,3.0,30852,47293,1528178,283179,458,1532,258941,40659,1482,72616.0,40179.0,408976,623,523,145,0
111,111,4,Tamil Nadu,Perambalur,0,2,0,1821.0,28555,32.0,7474,69390.0,49390,95746,144,16674,76,109011,117304,933,1159,1292,1214,996,25925,44629,9087,92,5841,28566,36,39,979,375823,58801,56453,32178,0,443373,14725,59,16991,0,41447,14136,992,"130,058",1033,87,167812,188592,864,135751,105551,100,122903,588,242,33179,90597,87444,310.0,0,37229590,10301,7,34917440,9740,132395,33,376,85210,692.0,111622,79,106751,6678,9189,92948,7,59863,26,35672,26160,283066,552384,71650,37353.0,208011,72147030,2584,100,521658,87845,1507,4809,67,282157,16041,44025,2940,483,346,162639,137087,565223,40,115151,32702,265497,2581.0,10,33135,299726,158218,525.0,1854,2687,1057,28692,10,103116,1923,255097,118278,16,1292,85101,24583,155413,555,80110.0,83,119795,125953,7745,385.0,31,2.0,2259,5343,291371,109778,117,38,41020,11089,166,72616.0,40179.0,175289,615,523,145,0
112,112,4,Tamil Nadu,Tiruvannamalai,0,1,0,1821.0,83936,32.0,32837,69390.0,176242,382614,2926,102902,389,672427,292641,915,9562,44998,4166,996,73410,268105,33865,968,19983,90489,271,157,4189,1626813,373753,262010,138956,0,1782712,47934,700,105226,0,174560,77068,9408,"130,058",3628,483,717010,710163,2850,549077,422698,100,496596,2317,798,147061,345750,282615,310.0,0,37229590,66987,11,34917440,40597,536269,253,3486,203879,692.0,401432,324,442688,23596,36454,331254,11,309133,110,96016,126599,1228986,2455139,343955,37353.0,909803,72147030,90954,100,2294369,282714,6445,25166,310,1235889,53134,158041,12541,1956,1519,738995,499182,2464875,118,477668,91636,1226698,2581.0,149,135162,1238177,683904,525.0,1854,10740,8445,157967,10,389329,4775,970072,525063,16,45956,423135,68693,563102,555,80110.0,232,349169,505170,27529,385.0,131,2.0,7851,46720,1301347,449825,545,7898,165526,27323,807,72616.0,40179.0,565329,606,523,145,0
113,113,4,Tamil Nadu,Viluppuram,0,1,0,1821.0,102350,32.0,35352,69390.0,228172,518788,1117,125683,389,999902,369646,1860,14726,37289,7054,996,101921,442447,57534,1706,27731,120940,271,238,5306,2195776,463153,307759,184050,0,2430170,67280,1555,154822,0,246856,107471,16143,"130,058",3534,564,961297,967314,5283,748444,579796,100,663958,3043,1041,159272,484134,510869,310.0,18,37229590,138279,47,34917440,59841,726665,190,6884,202930,692.0,612231,437,646306,35440,45680,496584,29,351418,278,114590,175528,1718054,3430072,508930,37353.0,1234479,72147030,74859,100,3174941,504847,8472,21746,842,1740819,90689,229726,15143,3476,2002,1017383,685866,3458873,118,624042,133896,1755624,2581.0,368,169801,1703249,949892,525.0,1854,14829,12652,134578,10,547305,9540,1260802,832213,16,37570,549742,86811,808042,555,80110.0,325,459716,676077,43311,385.0,143,2.0,13030,38237,1881463,621276,730,4032,222320,27779,1001,72616.0,40179.0,1015716,607,523,145,0
114,114,4,Tamil Nadu,Virudhunagar,0,2,0,1821.0,89882,32.0,4158,69390.0,235005,355973,9753,64628,615,403246,57153,103,3150,1112,4232,996,109937,96092,43124,239,23643,103255,416,87,4300,1398788,649005,317795,119486,0,1450277,149739,1504,46868,0,138306,36597,3392,"130,058",11927,595,638413,734724,16410,505950,410503,100,453098,2106,921,370942,308362,198704,310.0,0,37229590,67405,25,34917440,35098,379629,328,3914,163264,692.0,380659,298,398670,21904,35156,222337,25,282826,75,133899,87049,974579,1853523,230321,37353.0,760375,72147030,2294,100,1822626,201127,10219,16606,684,967709,61793,167506,7084,1570,1185,579111,371047,1942288,199,378174,47838,992130,2581.0,39,167021,950158,575006,525.0,1854,17403,2872,116349,10,353909,18701,854066,208702,16,1182,317054,89433,363782,555,80110.0,245,498189,457317,37357,385.0,321,3.0,9845,35298,987538,283237,364,98,165669,44466,893,72616.0,40179.0,399831,625,523,145,0
115,115,5,Bihar,Arwal,0,3,0,255.0,7948,43.0,2380,2299.0,4176,46359,227,41524,11,290095,49127,67,11654,307,1859,918,35782,75077,6362,2549,1051,9825,6,323,621,386351,35771,51433,7667,0,482480,943,46,43242,0,48822,25292,17898,"94,163",774,68,151072,144294,1087,2203,72909,101,1659,391,126,9960,60636,72885,33.0,0,92341436,390,4,11758016,159,116189,1560,1579,123288,930.0,28154,4,118311,1883,1435,66370,4,55439,60,10304,20146,337346,772575,81975,5936.0,235279,104099452,590,101,634099,68429,413,2449,7,363497,111974,27945,9033,1814,265,167991,68363,700843,5,98550,64259,464489,2146.0,1010,27875,236354,156031,103.0,2007,360,8095,83287,0,63570,1207,161277,144698,6,283,80704,8041,134334,"1,102",17041.0,59,112002,11482,6378,63.0,0,2.0,1386,6758,444448,88764,149,74,16388,2263,72,17796.0,6083.0,141314,240,85,14,1
116,116,5,Bihar,Gopalganj,2,7,0,255.0,36327,43.0,950,2299.0,31193,145088,740,155311,32,977719,208959,417,48075,30974,5159,918,154764,365090,23320,10885,6263,29960,20,167,2370,1382998,154527,209045,51902,0,1736879,5453,229,157982,0,123249,89316,87471,"94,163",2101,229,589093,554058,2591,69375,248009,101,16485,1480,458,38133,296491,159265,33.0,3,92341436,2463,12,11758016,786,412706,992,3631,540603,930.0,143078,9,470828,13560,7690,212682,9,312727,28,31186,65861,1294346,2714598,223776,5936.0,793905,104099452,60807,101,2119262,160799,3707,5837,70,1267666,399026,79109,33324,2341,1022,539586,188615,2562012,12,370662,436057,1833811,2146.0,4639,84425,728201,546202,103.0,2007,3571,32551,255329,0,316314,3307,363111,338666,6,29833,291624,23345,515925,"1,102",17041.0,271,370511,61380,33596,63.0,25,2.0,9508,26049,1642807,333174,596,133,49267,7841,238,17796.0,6083.0,320064,217,85,14,1
117,117,5,Bihar,Jehanabad,0,1,0,255.0,12597,43.0,5236,2299.0,15507,69576,249,49655,16,495877,86108,159,21132,618,2913,918,49416,113688,21606,4802,2527,14459,10,248,960,618881,84676,74772,13682,0,725997,4205,54,65873,0,68748,39854,31213,"94,163",871,81,244469,214792,2880,27641,108063,101,6054,598,190,28132,94340,115034,33.0,0,92341436,691,1,11758016,1009,176076,4098,3249,211761,930.0,60659,5,165906,3263,3539,106874,1,69637,58,14984,30599,539731,1221874,112966,5936.0,374412,104099452,1285,101,1045117,107940,1106,3673,56,585582,165527,45519,15987,1381,408,266423,98955,1125313,6,155106,75742,759935,2146.0,1987,50439,365378,254582,103.0,2007,1251,14343,99381,0,100130,3149,251690,179519,6,667,117558,11836,186660,"1,102",17041.0,148,171798,32086,11302,63.0,13,2.0,2522,15075,714244,129431,248,60,24518,3148,86,17796.0,6083.0,222974,239,85,14,1
118,118,5,Bihar,Munger,3,0,0,255.0,21424,43.0,48900,2299.0,49141,130791,1030,59858,75,498676,45953,419,9066,10409,13116,918,56958,193256,43505,1638,4853,30778,46,95,1424,801817,167566,109560,24259,0,849734,11182,862,85773,1,101907,33704,18796,"94,163",2634,137,328076,308063,4871,90461,199555,101,20237,861,307,85782,138260,97195,33.0,11,92341436,1815,68,11758016,7168,248457,1855,2576,226699,930.0,93833,20,158699,6558,4394,154189,56,112707,61,28389,52077,638724,1348410,147152,5936.0,473741,104099452,21404,101,1252319,86651,2653,12592,118,729041,184033,64469,20065,2586,554,327453,99205,1367765,29,188319,110416,941107,2146.0,463,102385,426658,316713,103.0,2007,2838,6965,126411,0,149671,6270,233402,196449,6,10995,146414,23445,222281,"1,102",17041.0,338,236192,69973,17946,63.0,42,3.0,3755,16690,860147,158542,287,145,47936,4944,157,17796.0,6083.0,183846,226,85,14,1
119,119,5,Bihar,Rohtas,2,4,0,255.0,33837,43.0,8126,2299.0,41659,166203,1544,163333,73,876443,218087,471,58724,15251,6234,918,123491,382440,26201,13663,8169,32977,45,1584,1555,1799832,252736,248462,49892,0,2188753,15995,556,166881,0,194928,103275,87548,"94,163",2969,167,738049,608061,5613,114893,260042,101,25242,951,363,95678,291988,286596,33.0,0,92341436,2889,15,11758016,5158,433720,5119,6185,535187,930.0,73129,20,548971,12400,16006,207416,15,224824,537,35246,75928,1416372,3065196,333053,5936.0,1061783,104099452,31650,101,2645415,262950,4594,5419,121,1543546,412516,161555,28748,3809,588,707939,216940,2959918,28,407193,300487,2035039,2146.0,7318,128652,924879,673742,103.0,2007,4727,37743,356548,0,312557,6761,542439,405544,6,16399,399053,27143,512383,"1,102",17041.0,2569,432151,106218,36279,63.0,46,3.0,10819,48512,1875174,322377,299,252,57298,8103,187,17796.0,6083.0,549546,234,85,14,1
120,120,5,Chandigarh,Chandigarh,4,3,0,30.0,42854,4.0,45,677.0,168344,144460,164,7208,7843,184265,2578,204,5667,0,542,818,65936,18207,5182,676,47345,36024,4461,1160,34145,805438,395072,210801,109701,0,731491,110377,12,43001,0,98786,24076,7984,114,196,4285,340092,298367,1120,231204,162464,101,227354,10783,7152,289456,148411,106356,1.0,17,28991,8720,36,1026459,2001,112043,263,1014,80406,0.0,27384,2444,118667,14027,20188,24260,19,135055,246,39616,44396,474787,915756,124707,778.0,465346,1055450,0,101,852574,92730,44283,1178,36,580663,6167,174528,8256,346,3631,328159,75977,1055450,3382,148945,51447,651314,47.0,119,206017,404136,303748,4.0,40,67323,4872,202495,0,209783,1372,385929,1687,3,0,114209,24396,8911,"9,252",756.0,138329,226263,193932,78113,2.0,7897,3.0,60494,4799,602411,7578,893,1960,64040,15220,6729,3756.0,0.0,199086,55,19,17,0
121,121,5,Karnataka,Dakshina Kannada,1,0,0,503.0,69632,42.0,172955,38207.0,175270,255603,87,11274,582,298846,33810,8529,16035,41307,2859,973,147263,83245,30556,2820,102433,65931,360,445,3959,1666323,746430,404062,97610,0,1718483,55501,1988,87861,2,178989,49688,30620,"191,791",368,483,802304,650292,5299,386300,289936,101,185763,1935,1051,317373,231383,73324,147.0,11,37469335,171398,18,23625962,34891,359286,289,996,191317,2471.0,57564,159,520715,42129,36295,21229,5,69944,138,51207,79757,1054935,2017329,309141,49093.0,864019,61095297,82268,101,1403854,74854,23305,89910,2291,1034714,37994,185916,11507,880,884,620903,376818,2089649,222,407902,501896,1091928,2943.0,662,394069,997721,608450,374.0,2547,31907,12553,337171,5,375945,18107,914476,29274,12,40961,296110,36967,332919,319,42964.0,525,416185,285365,55233,207.0,461,2.0,47655,188207,1072417,29334,340,10397,109915,14240,642,56333.0,21072.0,148178,575,5,11,2
122,122,5,Tamil Nadu,Chennai,10,18,0,1885.0,118340,32.0,3500,77133.0,910262,798018,2888,15930,1962,419065,14454,80,17628,4854,2587,996,398414,197743,16519,1926,214074,237897,1214,2804,15742,3776276,1751824,1073399,515581,0,3642032,565934,49,122912,0,464207,111380,15916,"130,058",3927,1954,1808197,1314125,18353,1096334,859219,101,908587,5802,3685,1314125,688857,389001,310.0,99,37229590,358662,528,34917440,43461,522493,619,38356,167207,692.0,245763,1866,516445,114191,67277,33168,429,409796,1759,169721,182588,2310888,4061097,801050,37353.0,1968079,72147030,10061,101,3751322,390666,217368,7440,1061,2335844,170162,905515,9435,6894,2117,1369302,447995,4646732,748,899279,439270,2829435,2581.0,414,1057802,1817297,1468902,525.0,1854,264763,15288,844285,10,1017122,19543,1619554,13674,16,5207,720331,139139,0,555,87605.0,2851,1092062,1055696,355838,385.0,3686,3.0,146388,37345,2271657,6553,471,51708,377533,30582,3820,72616.0,40179.0,779667,603,802,155,0
123,123,5,Tamil Nadu,Madurai,5,10,0,1885.0,112608,32.0,3207,77133.0,391821,552457,5747,66623,1082,449125,92719,1171,8241,5474,7653,996,228106,180730,65204,762,47472,154348,710,199,6917,2273430,841792,551839,228557,0,2398674,279755,810,83006,0,250285,71390,8561,"130,058",8103,980,1049620,1010441,19034,754141,605700,101,678712,3158,1526,592723,530152,205098,310.0,28,37229590,97711,75,34917440,62999,491822,304,8602,234611,692.0,434208,502,525151,41298,39350,246100,47,325803,305,153915,139168,1511777,2847799,453509,37353.0,1223810,72147030,11096,101,2760502,203878,34097,26772,2055,1526475,90919,363152,10479,2532,1632,902704,451928,3038252,372,593827,168881,1683620,2581.0,129,472221,1354632,913715,525.0,1854,54832,7350,298527,10,618922,23070,1173902,372828,16,5622,532616,113256,417718,555,87605.0,520,714764,708942,95311,385.0,738,3.0,30852,47293,1528178,283179,458,1532,258941,40659,1482,72616.0,40179.0,408976,623,802,155,0
124,124,5,Tamil Nadu,Namakkal,2,2,0,1885.0,75446,32.0,35099,77133.0,265276,313747,1361,98709,578,388418,158473,154,2947,27676,4415,996,138294,59093,28446,145,29271,100172,358,108,3824,1176131,447249,330625,212434,0,1200360,126986,2340,38032,0,126468,45345,1692,"130,058",2274,506,522819,627484,3523,441044,354019,101,365810,1940,890,257127,300910,173973,310.0,0,37229590,16909,59,34917440,61860,343287,263,2983,123573,692.0,308684,241,297179,22258,21582,147132,59,262313,199,124286,67297,857321,1588778,214836,37353.0,653312,72147030,57059,101,1673652,171419,8960,49551,578,869280,66003,169206,7462,1219,1050,531463,366782,1726601,220,397064,32483,828356,2581.0,14,194417,898245,510413,525.0,1854,19466,2788,140627,10,352439,6595,839152,253726,16,29383,247516,87385,370357,555,87605.0,183,378236,418420,31581,385.0,249,3.0,18550,38797,817905,209494,309,84,146278,36901,747,72616.0,40179.0,345392,609,802,155,0
125,125,5,Tamil Nadu,Ramanathapuram,0,1,0,1885.0,51020,32.0,48007,77133.0,100484,215193,1395,29619,226,107292,173767,25155,6654,546,6240,996,67893,116827,77511,845,16266,53869,151,86,2340,978946,250108,130578,49605,0,1186606,51959,3192,56029,0,105978,38952,7704,"130,058",4182,268,442459,417239,22842,291400,232329,101,190837,1282,504,126761,217349,125015,310.0,0,37229590,91139,15,34917440,13731,270430,112,6552,246909,692.0,217014,185,293886,18385,16785,198377,15,125445,36,50029,67432,670787,1293898,189132,37353.0,536487,72147030,1105,101,1047411,123993,5172,21480,1170,682658,26315,97405,8534,2471,778,392751,210226,1353445,75,252888,208038,750468,2581.0,217,120474,602977,389764,525.0,1854,5886,5592,34430,10,252000,52359,486150,153874,16,559,236511,37331,290478,555,87605.0,154,244729,284169,22379,385.0,112,2.0,5524,25228,708322,197472,265,29,93892,12698,453,72616.0,40179.0,249008,626,802,155,0
